trade_date,branch,code,signal_variant,phase1c_present,phase1d_present,phase1c_terminal_state,phase1d_terminal_state,phase1c_source_mode,phase1d_source_mode,difference_type
2023-01-30,YJJ,603636.XSHG,YJJ_PREPARED,True,True,SLOT_BLOCKED,SLOT_BLOCKED,,,IDENTICAL
2023-01-31,Auction,000026.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,000681.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002031.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002101.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002155.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002161.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002254.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002331.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002384.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002389.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002441.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002520.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,002600.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,003005.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,003027.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,600166.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,600501.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,600602.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,600621.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,600855.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,601958.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,603179.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,603348.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,Auction,603596.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,000681.XSHE,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,002031.XSHE,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,002101.XSHE,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,002384.XSHE,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,002600.XSHE,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,601008.XSHG,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-31,YJJ,603348.XSHG,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-01,Auction,000403.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,000552.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,000935.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,002120.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,002235.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,002847.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,003032.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,600354.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,600586.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,600761.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,Auction,603218.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-01,RZQ,002848.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-01,RZQ,601958.XSHG,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-01,YJJ,002120.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-01,YJJ,603218.XSHG,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-02,Auction,000928.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,002463.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,002613.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,002682.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,002757.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,002785.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,002882.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,003026.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,600297.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,600571.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,600936.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,601020.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,Auction,601068.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-02,YJJ,002463.XSHE,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-02,YJJ,601020.XSHG,YJJ_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-03,Auction,000066.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,000070.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,000533.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,000729.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,002213.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,002615.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,002686.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,002787.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,002882.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,Auction,600736.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-03,RZQ,600211.XSHG,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-03,YJJ,000066.XSHE,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-03,YJJ,000729.XSHE,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-06,Auction,000816.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-06,Auction,002097.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-06,Auction,002453.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-06,Auction,002587.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-06,Auction,003027.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-06,Auction,603050.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-06,RZQ,002767.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-06,YJJ,002190.XSHE,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,000070.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,002090.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,002406.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,002536.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,600190.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,600212.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,600405.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,Auction,600571.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,RZQ,002877.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-07,RZQ,003042.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-07,YJJ,002090.XSHE,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-07,YJJ,002757.XSHE,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,000573.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002050.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002348.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002378.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002472.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002599.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002649.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002803.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,002896.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,600819.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,601020.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,603106.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-08,Auction,603773.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,000633.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,002348.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,002623.XSHE,AUCTION_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-09,Auction,002828.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,002860.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,600375.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,603081.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,Auction,603626.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-09,RZQ,002362.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-09,RZQ,002792.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-09,RZQ,002806.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-09,RZQ,603081.XSHG,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-10,Auction,000676.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002012.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002342.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002406.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002463.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002483.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002568.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,002810.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,600571.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,600841.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,600867.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,601890.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,603186.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,603306.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,Auction,605208.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-10,YJJ,601890.XSHG,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-10,YJJ,603306.XSHG,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-02-13,Auction,000712.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,000716.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,002123.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,002131.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,002574.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,002657.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,002877.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,003035.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,Auction,601515.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-13,RZQ,002354.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-13,RZQ,002877.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-13,RZQ,603083.XSHG,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-13,YJJ,002131.XSHE,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-14,Auction,000680.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,000915.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,000951.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,000990.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,002215.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,002265.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,002591.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,002735.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,600329.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,600375.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,600559.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,600764.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,600882.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,603687.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,Auction,603956.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-14,RZQ,002591.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-14,YJJ,600559.XSHG,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-14,YJJ,600882.XSHG,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-15,Auction,000682.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,Auction,000737.XSHE,AUCTION_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-15,Auction,002043.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,Auction,002117.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,Auction,002328.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,Auction,002339.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,Auction,600282.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,Auction,600475.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,RZQ,002976.XSHE,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-15,RZQ,600817.XSHG,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-15,RZQ,603949.XSHG,RZQ_PREPARED,True,False,ROUTED_OUT,,,,PHASE1C_ONLY
2023-02-15,YJJ,000682.XSHE,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-15,YJJ,002117.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-16,Auction,000034.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,000572.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,000607.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,000676.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,002123.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,002167.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,002276.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,002383.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,002729.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,603097.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,Auction,603918.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-02-16,YJJ,000034.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-16,YJJ,002123.XSHE,YJJ_PREPARED,True,True,SLOT_BLOCKED,SLOT_BLOCKED,,,IDENTICAL
2023-02-16,YJJ,002276.XSHE,YJJ_PREPARED,True,True,SLOT_BLOCKED,SLOT_BLOCKED,,,IDENTICAL
2023-02-17,RZQ,000635.XSHE,RZQ_PREPARED,True,True,ROUTED_OUT,ROUTED_OUT,,,IDENTICAL
2023-02-17,RZQ,002229.XSHE,RZQ_PREPARED,True,True,ROUTED_OUT,ROUTED_OUT,,,IDENTICAL
2023-02-17,RZQ,600825.XSHG,RZQ_PREPARED,True,True,ROUTED_OUT,ROUTED_OUT,,,IDENTICAL
2023-02-17,YJJ,000735.XSHE,YJJ_PREPARED,True,True,MOTHERBOARD_GATED_OUT,MOTHERBOARD_GATED_OUT,,,IDENTICAL
2023-02-17,YJJ,002722.XSHE,YJJ_PREPARED,True,True,MOTHERBOARD_GATED_OUT,MOTHERBOARD_GATED_OUT,,,IDENTICAL
2023-02-17,YJJ,603918.XSHG,YJJ_PREPARED,True,True,MOTHERBOARD_GATED_OUT,MOTHERBOARD_GATED_OUT,,,IDENTICAL
2023-02-21,Auction,000581.XSHE,AUCTION_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-02-21,Auction,000860.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,002047.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,002131.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,002508.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,002532.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,002572.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,002921.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,600783.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,600984.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,601020.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-02-21,Auction,601838.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
