schema_version,pattern_id,prepared_signal_id,trade_date,code,branch,pattern_variant,prepared_variant,alignment_status,alignment_reason
0.4,Auction|2023-01-30|600971.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|600971.XSHG|AUCTION_PREPARED,2023-01-30,600971.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-30|000758.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|000758.XSHE|AUCTION_PREPARED,2023-01-30,000758.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-30|002192.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|002192.XSHE|AUCTION_PREPARED,2023-01-30,002192.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-30|002334.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|002334.XSHE|AUCTION_PREPARED,2023-01-30,002334.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-30|002467.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|002467.XSHE|AUCTION_PREPARED,2023-01-30,002467.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-30|002896.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|002896.XSHE|AUCTION_PREPARED,2023-01-30,002896.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-30|601008.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-30|601008.XSHG|AUCTION_PREPARED,2023-01-30,601008.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,YJJ|2023-01-31|000681.XSHE|YJJ_FIRST_BOARD,YJJ|2023-01-31|000681.XSHE|YJJ_PREPARED,2023-01-31,000681.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-01-31|002031.XSHE|YJJ_FIRST_BOARD,YJJ|2023-01-31|002031.XSHE|YJJ_PREPARED,2023-01-31,002031.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-01-31|002101.XSHE|YJJ_FIRST_BOARD,YJJ|2023-01-31|002101.XSHE|YJJ_PREPARED,2023-01-31,002101.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-01-31|002384.XSHE|YJJ_FIRST_BOARD,YJJ|2023-01-31|002384.XSHE|YJJ_PREPARED,2023-01-31,002384.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-01-31|002600.XSHE|YJJ_FIRST_BOARD,YJJ|2023-01-31|002600.XSHE|YJJ_PREPARED,2023-01-31,002600.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-01-31|601008.XSHG|YJJ_FIRST_BOARD,YJJ|2023-01-31|601008.XSHG|YJJ_PREPARED,2023-01-31,601008.XSHG,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-01-31|603348.XSHG|YJJ_FIRST_BOARD,YJJ|2023-01-31|603348.XSHG|YJJ_PREPARED,2023-01-31,603348.XSHG,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-01-31|002384.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002384.XSHE|AUCTION_PREPARED,2023-01-31,002384.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002031.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002031.XSHE|AUCTION_PREPARED,2023-01-31,002031.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002600.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002600.XSHE|AUCTION_PREPARED,2023-01-31,002600.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|000681.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|000681.XSHE|AUCTION_PREPARED,2023-01-31,000681.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002101.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002101.XSHE|AUCTION_PREPARED,2023-01-31,002101.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|603348.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|603348.XSHG|AUCTION_PREPARED,2023-01-31,603348.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|003005.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|003005.XSHE|AUCTION_PREPARED,2023-01-31,003005.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|601958.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|601958.XSHG|AUCTION_PREPARED,2023-01-31,601958.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002389.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002389.XSHE|AUCTION_PREPARED,2023-01-31,002389.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002155.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002155.XSHE|AUCTION_PREPARED,2023-01-31,002155.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002441.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002441.XSHE|AUCTION_PREPARED,2023-01-31,002441.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|600621.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|600621.XSHG|AUCTION_PREPARED,2023-01-31,600621.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002520.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002520.XSHE|AUCTION_PREPARED,2023-01-31,002520.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|603596.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|603596.XSHG|AUCTION_PREPARED,2023-01-31,603596.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|600166.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|600166.XSHG|AUCTION_PREPARED,2023-01-31,600166.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|003027.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|003027.XSHE|AUCTION_PREPARED,2023-01-31,003027.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002161.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002161.XSHE|AUCTION_PREPARED,2023-01-31,002161.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|600602.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|600602.XSHG|AUCTION_PREPARED,2023-01-31,600602.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|000026.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|000026.XSHE|AUCTION_PREPARED,2023-01-31,000026.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|603179.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|603179.XSHG|AUCTION_PREPARED,2023-01-31,603179.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|600501.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|600501.XSHG|AUCTION_PREPARED,2023-01-31,600501.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|600855.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|600855.XSHG|AUCTION_PREPARED,2023-01-31,600855.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002254.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002254.XSHE|AUCTION_PREPARED,2023-01-31,002254.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-31|002331.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-31|002331.XSHE|AUCTION_PREPARED,2023-01-31,002331.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,YJJ|2023-02-01|002120.XSHE|YJJ_FIRST_BOARD,YJJ|2023-02-01|002120.XSHE|YJJ_PREPARED,2023-02-01,002120.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-02-01|603218.XSHG|YJJ_FIRST_BOARD,YJJ|2023-02-01|603218.XSHG|YJJ_PREPARED,2023-02-01,603218.XSHG,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-02-01|002848.XSHE|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-02-01|002848.XSHE|RZQ_PREPARED,2023-02-01,002848.XSHE,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-02-01|601958.XSHG|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-02-01|601958.XSHG|RZQ_PREPARED,2023-02-01,601958.XSHG,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-02-01|002120.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|002120.XSHE|AUCTION_PREPARED,2023-02-01,002120.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|603218.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|603218.XSHG|AUCTION_PREPARED,2023-02-01,603218.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|002235.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|002235.XSHE|AUCTION_PREPARED,2023-02-01,002235.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|600586.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|600586.XSHG|AUCTION_PREPARED,2023-02-01,600586.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|600354.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|600354.XSHG|AUCTION_PREPARED,2023-02-01,600354.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|000552.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|000552.XSHE|AUCTION_PREPARED,2023-02-01,000552.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|000403.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|000403.XSHE|AUCTION_PREPARED,2023-02-01,000403.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|003032.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|003032.XSHE|AUCTION_PREPARED,2023-02-01,003032.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|600761.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|600761.XSHG|AUCTION_PREPARED,2023-02-01,600761.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|002847.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|002847.XSHE|AUCTION_PREPARED,2023-02-01,002847.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-01|000935.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-01|000935.XSHE|AUCTION_PREPARED,2023-02-01,000935.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,YJJ|2023-02-02|002463.XSHE|YJJ_FIRST_BOARD,YJJ|2023-02-02|002463.XSHE|YJJ_PREPARED,2023-02-02,002463.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-02-02|601020.XSHG|YJJ_FIRST_BOARD,YJJ|2023-02-02|601020.XSHG|YJJ_PREPARED,2023-02-02,601020.XSHG,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-02-02|002463.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|002463.XSHE|AUCTION_PREPARED,2023-02-02,002463.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|601020.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|601020.XSHG|AUCTION_PREPARED,2023-02-02,601020.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|600297.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|600297.XSHG|AUCTION_PREPARED,2023-02-02,600297.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|600571.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|600571.XSHG|AUCTION_PREPARED,2023-02-02,600571.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|002613.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|002613.XSHE|AUCTION_PREPARED,2023-02-02,002613.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|002757.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|002757.XSHE|AUCTION_PREPARED,2023-02-02,002757.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|003026.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|003026.XSHE|AUCTION_PREPARED,2023-02-02,003026.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|000928.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|000928.XSHE|AUCTION_PREPARED,2023-02-02,000928.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|002785.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|002785.XSHE|AUCTION_PREPARED,2023-02-02,002785.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|002682.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|002682.XSHE|AUCTION_PREPARED,2023-02-02,002682.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|002882.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|002882.XSHE|AUCTION_PREPARED,2023-02-02,002882.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|601068.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|601068.XSHG|AUCTION_PREPARED,2023-02-02,601068.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-02|600936.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-02|600936.XSHG|AUCTION_PREPARED,2023-02-02,600936.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,YJJ|2023-02-03|000729.XSHE|YJJ_FIRST_BOARD,YJJ|2023-02-03|000729.XSHE|YJJ_PREPARED,2023-02-03,000729.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,YJJ|2023-02-03|000066.XSHE|YJJ_FIRST_BOARD,YJJ|2023-02-03|000066.XSHE|YJJ_PREPARED,2023-02-03,000066.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-02-03|600211.XSHG|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-02-03|600211.XSHG|RZQ_PREPARED,2023-02-03,600211.XSHG,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-02-03|000066.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|000066.XSHE|AUCTION_PREPARED,2023-02-03,000066.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|000729.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|000729.XSHE|AUCTION_PREPARED,2023-02-03,000729.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|600736.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|600736.XSHG|AUCTION_PREPARED,2023-02-03,600736.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|002686.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|002686.XSHE|AUCTION_PREPARED,2023-02-03,002686.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|000070.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|000070.XSHE|AUCTION_PREPARED,2023-02-03,000070.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|002882.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|002882.XSHE|AUCTION_PREPARED,2023-02-03,002882.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|002615.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|002615.XSHE|AUCTION_PREPARED,2023-02-03,002615.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|002213.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|002213.XSHE|AUCTION_PREPARED,2023-02-03,002213.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|002787.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|002787.XSHE|AUCTION_PREPARED,2023-02-03,002787.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-03|000533.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-03|000533.XSHE|AUCTION_PREPARED,2023-02-03,000533.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,YJJ|2023-02-06|002190.XSHE|YJJ_FIRST_BOARD,YJJ|2023-02-06|002190.XSHE|YJJ_PREPARED,2023-02-06,002190.XSHE,YJJ,YJJ_FIRST_BOARD,YJJ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-02-06|002767.XSHE|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-02-06|002767.XSHE|RZQ_PREPARED,2023-02-06,002767.XSHE,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-02-06|002587.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-06|002587.XSHE|AUCTION_PREPARED,2023-02-06,002587.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-06|003027.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-06|003027.XSHE|AUCTION_PREPARED,2023-02-06,003027.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-06|002097.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-06|002097.XSHE|AUCTION_PREPARED,2023-02-06,002097.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-06|000816.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-06|000816.XSHE|AUCTION_PREPARED,2023-02-06,000816.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-02-06|603050.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-02-06|603050.XSHG|AUCTION_PREPARED,2023-02-06,603050.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
